,molecule_chembl_id,IC50,units,smiles,pIC50,ro5_fulfilled
2122,CHEMBL3952092,42.5,nM,CN1OC2(N=C1N)c1cc(-c3ccnnc3)ccc1CC21CCc2ccccc2CC1,7.371611069949688,True
2123,CHEMBL3908822,42.8,nM,COc1cccc(Oc2ccc3c(c2)C2(N=C(N)N(C)C2=O)C2(CCC(OC)CC2)C3)c1,7.368556230986828,True
2124,CHEMBL3656187,42.8,nM,CCCCN1C(=O)C2(N=C1N)c1cc(C#N)ccc1CC21CCC(OC)CC1,7.368556230986828,True
2125,CHEMBL3653467,43.0,nM,NC1=N[C@@](c2cc(NC(=O)c3ncc(Cl)cc3F)ccc2F)(C(F)F)COC1,7.366531544420414,True
2126,CHEMBL541977,43.0,nM,COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(C(C)O)cc(N3CCCCS3(=O)=O)c2)c1,7.366531544420414,True
2127,CHEMBL252656,43.0,nM,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(OC)c2)cc(N2CCCC2=O)c1,7.366531544420414,True
2129,CHEMBL3897411,43.0,nM,NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(OCC(F)(F)F)cn3)ccc2F)C[C@@H](C(F)(F)F)O1,7.366531544420414,True
2130,CHEMBL560711,43.0,nM,COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(C(C)O)cc(N(C)S(C)(=O)=O)c2)c1,7.366531544420414,True
2131,CHEMBL3670361,43.0,nM,C[C@@]1(c2cccc(NC(=O)c3ncc(C#N)cc3N)n2)CO[C@@](C)(C(F)(F)F)C(N)=N1,7.366531544420414,True
2132,CHEMBL3895405,43.0,nM,Cc1cc(C(F)F)cnc1C(=O)Nc1cc(F)c(F)c([C@]2(C)C[C@@H](C(F)(F)F)OC(N)=N2)c1,7.366531544420414,True
2133,CHEMBL3942279,43.0,nM,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(OC(F)F)cn3)ccc2F)CO1,7.366531544420414,True
2134,CHEMBL3693231,43.0,nM,NC1=N[C@@](c2cc(NC(=O)c3cnc(OCC4CC4)cn3)ccc2F)(C(F)F)[C@H]2C[C@H]2O1,7.366531544420414,True
2135,CHEMBL3905149,43.0,nM,CN1C(=O)C2(N=C1N)c1cc(C#N)ccc1CC21CCc2ccccc2CC1,7.366531544420414,True
2137,CHEMBL2177906,43.1,nM,NC1=NC(c2cccc(-c3cncnc3)c2)(c2ccnc(C(F)(F)F)c2)c2cccc(F)c21,7.365522729839268,True
2138,CHEMBL3683791,43.2,nM,Cc1cc(NC(=O)c2ccc(Cl)cn2)cc([C@@]2(C(F)F)N=C(N)O[C@@H]3C[C@@H]32)c1F,7.364516253185088,True
2139,CHEMBL3683808,43.9,nM,NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(Cl)cn3)cc(F)c2F)[C@H]2C[C@H]2O1,7.357535479757878,True
2140,CHEMBL3634122,44.0,nM,C[C@@]1(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)COCC(N)=N1,7.356547323513812,True
2141,CHEMBL3634123,44.0,nM,COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)COCC(N)=N3)c2)cn1,7.356547323513812,True
2142,CHEMBL451218,44.0,nM,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2NCCN(CCC)C2=O)c1,7.356547323513812,True
2143,CHEMBL1208999,44.0,nM,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(-c3ccsc3)c2)CCCCC1,7.356547323513812,True
2144,CHEMBL3926971,44.0,nM,CCO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cncc(C(F)(F)F)c3)cc1C21N=C(C)C(N)=N1,7.356547323513812,True
2145,CHEMBL3972178,44.0,nM,COc1ccc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)cc1F,7.356547323513812,True
2146,CHEMBL3653418,44.0,nM,NC1=NC(CF)(c2cc(NC(=O)c3ccc(Br)cn3)ccc2F)COC1,7.356547323513812,True
2147,CHEMBL2151316,44.0,nM,CC(=O)N[C@@H](Cc1ccc(C(F)(F)F)c(F)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,7.356547323513812,False
2148,CHEMBL3127105,44.0,nM,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cc(F)cc(Cl)c3)ccc1O[C@H]1CCOC[C@@H]12,7.356547323513812,True
2149,CHEMBL3985686,44.0,nM,COc1ccc(C(=O)Nc2cc(C)c(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc1,7.356547323513812,True
2151,CHEMBL3894969,44.0,nM,C[C@@]1(c2cc(Nc3cc(F)cc4cc(Cl)cnc34)ccc2F)COCC(N)=N1,7.356547323513812,True
2153,CHEMBL3688706,44.1,nM,NC1=N[C@](CF)(c2cc(NC(=O)c3ncc(Cl)cc3Cl)ccc2Cl)[C@H]2C[C@H]2O1,7.355561410532161,True
2154,CHEMBL3979334,44.3,nM,CO[C@H]1CC[C@]2(CC1)Cc1ccc(CC3CCCCC3)cc1C21N=C(N)N(C(C)C)C1=O,7.35359627377693,True
2155,CHEMBL3650846,44.4,nM,CC1(C)Oc2ccc(NC(=O)c3ccc(Br)cn3)cc2[C@@]2(COC(N)=N2)C12COC2,7.35261702988538,True
2156,CHEMBL3650845,44.7,nM,CC1(C)Oc2ccc(NC(=O)c3ccc(Cl)cn3)cc2[C@@]2(COC(N)=N2)C12COC2,7.349692476868063,True
2157,CHEMBL3683888,44.8,nM,Cc1cc(C#N)cnc1C(=O)Nc1cc(F)c(Cl)c([C@]2(CF)N=C(N)O[C@H]3C[C@H]32)c1,7.348721986001855,True
2159,CHEMBL3688624,44.9,nM,NC1=N[C@](CF)(c2cc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)[C@H]2C[C@H]2O1,7.347753658996677,True
2160,CHEMBL81490,45.0,nM,CC(C)[C@H](NC(=O)[C@H](C)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@H](CC(F)F)NC(=O)OC(C)(C)C)C(=O)NCc1ccncc1,7.346787486224656,False
2161,CHEMBL2403770,45.0,nM,C[C@@]1(c2cc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)COCC(N)=N1,7.346787486224656,True
2163,CHEMBL3913544,45.0,nM,COc1ccc(C(=O)Nc2cc(F)c(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc1,7.346787486224656,True
2164,CHEMBL2408760,45.0,nM,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1CCCc2ccc(CC(C)(C)C)cc21,7.346787486224656,True
2166,CHEMBL432560,45.0,nM,CC[C@H](C)[C@H](O)C(=O)N[C@@H](CCC(F)F)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](CCC(F)F)C(=O)N[C@H](C(=O)NCc1ccncc1)C(C)C,7.346787486224656,False
2168,CHEMBL1917914,45.0,nM,CCCS(=O)(=O)[C@@H]1CN[C@@H]([C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)[C@H](CCc2ccccc2)N2CC[C@](NC(C)=O)(C(C)CC)C2=O)C1,7.346787486224656,True
2169,CHEMBL3670373,45.0,nM,Cc1cc(OCF)cnc1C(=O)Nc1ccc(F)c([C@]2(C)CO[C@@](C)(C(F)(F)F)C(N)=N2)n1,7.346787486224656,True
2170,CHEMBL4568474,45.0,nM,N#Cc1ccc(C(=O)Nc2ccc(F)c([C@]34COC[C@@]3(F)COC(N)=N4)c2)nc1,7.346787486224656,True
2172,CHEMBL3909521,45.1,nM,NC1=NC2(CCO1)c1cc(NC(=O)c3ccc(Cl)cn3)ccc1Oc1ncccc12,7.345823458122039,True
2173,CHEMBL1927635,45.5,nM,CC[C@H](C)[C@H](NC(=O)[C@@H](N)CCC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,7.341988603342887,False
2174,CHEMBL2408737,46.0,nM,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1CCOc2ccc(CC(C)(C)C)cc21,7.337242168318426,True
2175,CHEMBL2403778,46.0,nM,C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)COCCC(N)=N1,7.337242168318426,True
2176,CHEMBL208903,46.0,nM,O=C(Nc1cc(-c2ccccc2)ccc1N1CCN(CC[C@@H](O)c2ccccc2)CC1)c1cccc2ccccc12,7.337242168318426,False
2177,CHEMBL251310,46.0,nM,C[C@@]1(N)Cc2ccc(F)c(c2)CC[C@H](c2ccc(F)cc2)NC(=O)c2cc(cc(-c3ccccc3C#N)c2)COC1=O,7.337242168318426,False
2178,CHEMBL1257531,46.0,nM,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cc(F)cc(C(C)(C)C)c2)CCCCC1,7.337242168318426,True
2179,CHEMBL137755,46.0,nM,CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(C)C)[C@@H](O)CC(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C,7.337242168318426,False
2180,CHEMBL3653408,46.0,nM,C[C@@H]1OC[C@](c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)(C(F)F)N=C1N,7.337242168318426,True
2181,CHEMBL1915979,46.0,nM,COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)[C@H](C)N2CC[C@@](CC3CC3)(NC(C)=O)C2=O)c1,7.337242168318426,True
2182,CHEMBL399425,46.0,nM,C[C@@]1(N)Cc2ccc(F)c(c2)CC[C@H](c2ccc(F)cc2)NC(=O)c2cc(cc(-c3cccc(F)c3C#N)c2)COC1=O,7.337242168318426,False
2183,CHEMBL3966313,46.1,nM,C[C@@]1(c2cc(NC(=O)c3cnc(C(F)F)cn3)cc(F)c2F)C[C@@H](C(F)(F)F)OC(N)=N1,7.336299074610352,True
2185,CHEMBL3688734,46.6,nM,Cc1cc(C#N)cnc1C(=O)Nc1cc(F)c(C)c([C@]2(C(F)F)N=C(N)O[C@H]3C[C@H]32)c1,7.33161408331,True
2187,CHEMBL3895166,46.8,nM,COc1ccc2c(c1)C1(NC(N)N(C)C1=O)C1(CCc3ccccc3CC1)C2,7.329754146925876,True
2188,CHEMBL3683799,46.9,nM,NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(Br)cn3)cc(F)c2F)[C@H]2C[C@H]2O1,7.328827157284917,True
2189,CHEMBL3688655,46.9,nM,N#Cc1cnc(C(=O)Nc2ccc(F)c([C@]3(CF)N=C(N)O[C@H]4C[C@H]43)c2)c(Cl)c1,7.328827157284917,True
2190,CHEMBL3688643,46.9,nM,Cc1cc(OC(F)F)cnc1C(=O)Nc1ccc(Cl)c([C@@]2(C(F)F)N=C(N)O[C@@H]3C[C@@H]32)c1,7.328827157284917,True
2191,CHEMBL571860,47.0,nM,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C(C)(C)C)c2)CCCCC1,7.327902142064282,True
2192,CHEMBL566810,47.0,nM,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C(C)(C)C)c2)CCC(=O)NC1,7.327902142064282,True
2193,CHEMBL556143,47.0,nM,CC(CP(=O)(O)C1CCCCCC[C@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N1)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C,7.327902142064282,False
2194,CHEMBL3913558,47.0,nM,CO[C@H]1CC[C@]2(CC1)Cc1ccc(NC(=O)c3ncc(Br)cn3)cc1C21N=C(C)C(N)=N1,7.327902142064282,True
2195,CHEMBL2349474,47.0,nM,CN1C(=O)C2(CC(C)(C)Sc3ccc(-c4cccc(C#N)c4)cc32)N=C1N,7.327902142064282,True
2196,CHEMBL3673222,47.0,nM,COC1CCC2(CC1)Cc1ccc(-c3cncc(C(F)(F)F)c3)cc1C21N=C(N)c2ccccc21,7.327902142064282,True
2197,CHEMBL3658608,47.3,nM,C=C1C[C@@](C)(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)O1,7.325138859262188,True
2198,CHEMBL3981834,47.6,nM,COc1cnc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(Br)cnc2O3)cn1,7.322393047279506,True
2199,CHEMBL3944495,47.7,nM,COC1CCC2(CC1)Cc1ccc(CCC3CC3)cc1C21N=C(N)N(Cc2ccccc2F)C1=O,7.3214816209598865,True
2200,CHEMBL562555,48.0,nM,CCc1cn2c3c(cc(C(=O)N[C@@H](Cc4ccccc4)[C@H](O)CNC4CCOCC4)cc13)N(CC)S(=O)(=O)CC2,7.318758762624412,True
2202,CHEMBL2349470,48.0,nM,CN1C(=O)[C@]2(CC(C)(C)Cc3ccc(-c4cncnc4)cc32)N=C1N,7.318758762624412,True
2203,CHEMBL1097321,48.0,nM,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CN(S(=O)(=O)c3cccc(C)c3)CCN2)c1,7.318758762624412,True
2204,CHEMBL3971569,48.0,nM,COc1cnc(C(=O)Nc2cc(C)c(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)c(C)c1,7.318758762624412,True
2206,CHEMBL3899247,48.0,nM,COC1CCC2(CC1)Cc1ccc(Oc3ccccc3)cc1C21N=C(N)N(C)C1=O,7.318758762624412,True
2208,CHEMBL3656210,48.0,nM,CCCCc1ccc2c(c1)C1(N=C(N)N(C(C)C)C1=O)[C@]1(CC[C@H](OC)CC1)C2,7.318758762624412,True
2209,CHEMBL558471,48.0,nM,CCn1cc2c3c(cc(C(=O)N[C@@H](Cc4ccccc4)C(=O)CNC4CCOCC4)cc31)N(C)S(=O)(=O)CC2,7.318758762624412,True
2210,CHEMBL3933312,48.0,nM,COc1cnc(C(=O)Nc2cc(Cl)c(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)c(C)n1,7.318758762624412,True
2211,CHEMBL584547,48.0,nM,C=C1CCC(NC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(C)=O)(c2cccc(C(C)(C)C)c2)CN1,7.318758762624412,True
2213,CHEMBL3922042,48.3,nM,CCOc1ccc2c(c1)C1(NC(N)N(C(C)C)C1=O)C1(CCc3ccccc3CC1)C2,7.316052869248487,True
2214,CHEMBL4207430,48.4,nM,C[C@@]1(c2cc(NC(=O)c3coc(CF)n3)ccc2F)C=C(CF)OC(N)=N1,7.315154638355588,True
2216,CHEMBL3937998,48.6,nM,CCOc1cccnc1Nc1ccc2c(c1)C1(CCSC(N)=N1)c1cc(OC)cc(F)c1O2,7.313363730737707,True
2217,CHEMBL2181024,48.8,nM,COC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(N)=O)N(C)C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C,7.311580177997289,False
2218,CHEMBL3915086,48.9,nM,COCCN1C(=O)C2(N=C1N)c1cc(C#N)ccc1CC21CCC(OC)CC1,7.310691140876379,True
2219,CHEMBL3940796,49.0,nM,Cc1cc(Nc2ncnc3cc(Cl)cnc23)cc([C@]2(CF)C[C@@H](C(F)(F)F)OC(N)=N2)c1F,7.309803919971486,True
2221,CHEMBL584731,49.0,nM,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@@]1(c2cccc(C(C)(C)C)c2)CC[C@H](C)NC1,7.309803919971486,True
2222,CHEMBL4471085,49.0,nM,C[C@@]1(c2nc(NC(=O)c3ccc(C#N)cn3)ccc2F)CS2(=O)=NCCCCN2C(N)=N1,7.309803919971486,True
2223,CHEMBL2047037,49.0,nM,CC(C)c1cccc(CNC[C@@H](O)[C@@H]2COCCCCCNC(=O)c3cc(cc(N(C)S(C)(=O)=O)c3)C(=O)N2)c1,7.309803919971486,True
2224,CHEMBL3653494,49.0,nM,CCOc1cnc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)cn1,7.309803919971486,True
2225,CHEMBL3645166,49.0,nM,CC1(c2cc(Cl)cc(NC(=O)c3ccc(Cl)cn3)c2)CCSC(N)=N1,7.309803919971486,True
2226,CHEMBL3966080,49.0,nM,Cc1nc(OCC(F)(F)F)cnc1C(=O)Nc1ccc(F)c([C@]2(CF)C[C@@H](C(F)(F)F)OC(N)=N2)c1,7.309803919971486,True
2227,CHEMBL3640258,49.0,nM,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3c(F)cccc3F)C2)nc(C)c1F,7.309803919971486,True
2228,CHEMBL250120,49.0,nM,CN(c1cc2cc(c1)C(=O)N[C@@H](c1ccccc1)CCc1cccc(c1)C[C@@](C)(N)COC2)S(C)(=O)=O,7.309803919971486,True
2229,CHEMBL311262,49.0,nM,CC(C)[C@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](C(=O)N[C@H](C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](Cc1ccccc1)C(=O)O)C(C)(C)O,7.309803919971486,False
2230,CHEMBL2180028,49.0,nM,COc1c(C)cc(C2(c3cccc(-c4cncnc4)c3)N=C(C)C(N)=N2)cc1C,7.309803919971486,True
2231,CHEMBL3934567,49.3,nM,COC1CCC2(CC1)Cc1ccc(C#N)cc1C21N=C(N)N(C(C)C)C1=O,7.30715308072277,True
2234,CHEMBL3640244,50.0,nM,COc1ncc(NC(=O)c2cnc(C)cn2)cc1[C@]1(C)CCSC(N)=N1,7.301029995663981,True
2235,CHEMBL1270730,50.0,nM,CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2cccc(/C=C/CCO)c2)N=C1N,7.301029995663981,True
2236,CHEMBL3683872,50.0,nM,Cc1nc(OCC(F)(F)F)cnc1C(=O)Nc1ccc(F)c([C@@]2(C(F)F)N=C(N)O[C@@H]3C[C@@H]32)c1,7.301029995663981,True
2237,CHEMBL3746637,50.0,nM,CC(C)(C)OC(=O)N1C[C@H](Nc2nc3cc(F)ccc3[nH]2)[C@@H](OC(=O)c2ccc(-c3ccccc3)cc2)C1,7.301029995663981,False
2238,CHEMBL400043,50.0,nM,O=C(N[C@@H](Cc1ccccc1)[C@H](O)C(=O)Nc1cccc(-c2nn[nH]n2)c1)c1cc(=O)cc(C(=O)N2COC[C@@H]2c2ccccc2)o1,7.301029995663981,True
2239,CHEMBL3901216,50.0,nM,COc1cnc(C(=O)Nc2cc(F)c(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)cn1,7.301029995663981,True
2241,CHEMBL3653382,50.0,nM,COc1ccc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)nc1,7.301029995663981,True
2243,CHEMBL1092787,50.0,nM,CN1C(=O)C(c2ccncc2)(c2cccc(-c3cc(F)ccc3F)c2)N=C1N,7.301029995663981,True
2244,CHEMBL566407,50.0,nM,CCCOc1cc(C2(c3cccc(-c4cccnc4)c3)N=C(N)N(C)C2=O)ccc1OC,7.301029995663981,True
2245,CHEMBL1916164,50.0,nM,CCC(C)[C@@]1(NC(C)=O)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@H](N)CN2)C1=O,7.301029995663981,True
2246,CHEMBL566223,50.0,nM,COc1ccc(C2(c3cccc(-c4cccnc4)c3)N=C(N)N(C)C2=O)cc1F,7.301029995663981,True
2247,CHEMBL1092476,50.0,nM,CN1C(=O)C(c2ccncc2)(c2cccc(-c3cccc(F)c3)c2)N=C1N,7.301029995663981,True
2248,CHEMBL566406,50.0,nM,CCOc1cc(C2(c3cccc(-c4cccnc4)c3)N=C(N)N(C)C2=O)ccc1OC,7.301029995663981,True
2249,CHEMBL264110,50.0,nM,CCOc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(C(F)(F)F)c2)cc(N2CCCS2(=O)=O)c1,7.301029995663981,True
2251,CHEMBL2331710,50.0,nM,NC1=NC2(c3cccc(NC(=O)c4ccc(Cl)cn4)c3)CC2CCS1,7.301029995663981,True
2252,CHEMBL3653508,50.0,nM,NC1=N[C@@](c2cc(NC(=O)c3ncc(CC(F)F)cc3Cl)ccc2F)(C(F)F)COC1,7.301029995663981,True
2253,CHEMBL42453,50.0,nM,CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@@H](O)C[C@@H](CC)C(=O)NC[C@H]2CC[C@H](C(=O)O)CC2)c1,7.301029995663981,False
2254,CHEMBL1821824,50.0,nM,Cc1ccccc1-c1ccc2nc(N)c(C[C@@H](C)C(=O)NCc3cnccn3)cc2c1,7.301029995663981,True
2255,CHEMBL332260,50.0,nM,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CC(=O)N[C@@H](CC1CCCCC1)[C@@H](O)CC(=O)N[C@H](C(=O)NCc1ccc(C(=O)O)cc1)C(C)C,7.301029995663981,False
2256,CHEMBL595185,50.0,nM,COCc1cc2cc(c1)C(=O)N[C@H]([C@H](O)CNC(C)(C)c1cccc(C(C)C)c1)Cc1cccc(c1)OCCCCN2,7.301029995663981,False
2257,CHEMBL3640267,50.0,nM,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccc(F)cc3)C2)nc(C2CC2)c1F,7.301029995663981,True
2258,CHEMBL595303,50.0,nM,COCc1cc2cc(c1)C(=O)N[C@H]([C@H](O)CNC1(c3cccc(C(C)(C)C)c3)CCCC1)Cc1cccc(c1)OCCCCN2,7.301029995663981,False
2259,CHEMBL3965056,50.0,nM,COc1cnc2c(Nc3ccc(F)c([C@]4(CF)C[C@@H](C(F)(F)F)OC(N)=N4)c3)nccc2n1,7.301029995663981,True
2261,CHEMBL3891403,50.0,nM,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CC(F)(F)C3)cc1C21N=C(C)C(N)=N1,7.301029995663981,True
2263,CHEMBL3688824,50.25,nM,N#Cc1cnc(C(=O)Nc2ccc(Cl)c([C@@]3(CF)N=C(N)O[C@@H]4C[C@@H]43)c2)c(F)c1,7.298863933907473,True
2264,CHEMBL3683847,50.6,nM,Cc1cc(C#N)cnc1C(=O)Nc1cc(Cl)c(F)c([C@@]2(CF)N=C(N)O[C@@H]3C[C@@H]32)c1,7.2958494831602,True
2265,CHEMBL3683879,50.8,nM,COCc1cc(Cl)cnc1C(=O)Nc1ccc(Cl)c([C@@]2(CF)N=C(N)O[C@@H]3C[C@@H]32)c1,7.29413628771608,True
2266,CHEMBL3944783,51.0,nM,COc1cc(C#N)cnc1C(=O)Nc1cc(F)c(F)c([C@]2(C)C[C@@H](C(F)(F)F)OC(N)=N2)c1,7.292429823902063,True
2267,CHEMBL3891585,51.0,nM,NC1=N[C@](CF)(c2cc(NC(=O)c3ncc(Cl)cc3F)ccc2F)C[C@@H](C(F)(F)F)O1,7.292429823902063,True
2269,CHEMBL541976,51.0,nM,COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(C(C)=O)cc(C(=O)NC(C)c3ccc(F)cc3)c2)c1,7.292429823902063,False
2270,CHEMBL3357666,51.0,nM,C[C@]12CCCO[C@@H]1[C@]1(CSC(N)=N1)c1cc(-c3cncc(Cl)c3)ccc1O2,7.292429823902063,True
2272,CHEMBL540757,51.0,nM,CCn1cc2c3c(cc(C(=O)N[C@@H](Cc4ccccc4)[C@H](O)CNCC(F)F)cc31)N(C)S(=O)(=O)CC2,7.292429823902063,True
2274,CHEMBL3693236,51.5,nM,NC1=N[C@](CF)(c2cc(NC(=O)c3ncc(Cl)cc3CO)ccc2Cl)[C@H]2C[C@H]2O1,7.288192770958809,True
2275,CHEMBL3688794,51.5,nM,N#Cc1cnc2c(Nc3cc(F)c(F)c([C@@]4(C(F)F)N=C(N)O[C@@H]5C[C@@H]54)c3)ncc(F)c2c1,7.288192770958809,True
2276,CHEMBL2047906,52.0,nM,CCc1cc(C[C@@H]2CS(=O)(=O)C[C@H](NCc3cccc(C(C)(C)C)c3)[C@H]2O)cc(F)c1NC(=O)CN(C)C,7.2839966563652,True
2277,CHEMBL2177342,52.0,nM,CCCOc1ccc2c(c1)[C@]1(COC(N)=N1)c1cc(-c3cncnc3)ccc1O2,7.2839966563652,True
2279,CHEMBL3968711,52.0,nM,NC1=N[C@](CF)(c2nc(NC(=O)c3nn(C(F)F)cc3Cl)ccc2F)C[C@@H](C(F)(F)F)O1,7.2839966563652,True
2280,CHEMBL2331709,52.0,nM,N#Cc1ccc(C(=O)Nc2ccc(F)c(C34CC3CCSC(N)=N4)c2)nc1,7.2839966563652,True
2282,CHEMBL3357665,52.0,nM,C[C@]12CCCO[C@@H]1[C@]1(COC(N)=N1)c1cc(-c3cncc(Cl)c3)ccc1O2,7.2839966563652,True
2283,CHEMBL3261049,52.0,nM,COc1cccnc1Nc1ccc(F)c([C@]2(C)CCSC(N)=N2)c1,7.2839966563652,True
2284,CHEMBL208808,52.0,nM,CCNC(=O)[C@H](C)NC[C@H](Cc1ccccc1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccc(F)cc2)cc(N(C)S(C)(=O)=O)c1,7.2839966563652,True
2285,CHEMBL3688728,52.2,nM,COc1ccc(C(=O)Nc2cc(C)c(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)nc1,7.282329496997738,True
2287,CHEMBL3929456,52.8,nM,C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)C[C@@H](C(F)(F)F)OC(N)=N1,7.277366077466188,True
2289,CHEMBL3653693,53.0,nM,CC1=NC2(N=C1N)c1cc(-c3cncc(Cl)c3)ccc1CC21CCC(F)(F)CC1,7.275724130399211,True
2290,CHEMBL3970341,53.0,nM,CO[C@H]1CC[C@@]2(CC1)Cc1ccc(Br)cc1C21N=C(C)C(N)=N1,7.275724130399211,True
2291,CHEMBL1097352,53.0,nM,COC[C@H]1CCCN1C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CN(S(=O)(=O)c3cn(C)cn3)CCN2)c1,7.275724130399211,True
2292,CHEMBL234555,53.0,nM,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)c1ccc(C(F)(F)F)cc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,7.275724130399211,False
2294,CHEMBL4126197,53.0,nM,Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@@]2(C)N=C(N)[C@@H]3CO[C@H]2O3)c1,7.275724130399211,True
