,molecule_chembl_id,IC50,units,smiles,pIC50,ro5_fulfilled
5355,CHEMBL3921841,3380.0,nM,C[C@H]1C[C@H]2CSC(N)=NC2(c2nc(NC(=O)c3cc(Cl)n(C)n3)cs2)CO1,5.471083299722345,True
5356,CHEMBL3703315,3390.0,nM,NC1=NC2(CO1)c1cc(-c3ccccc3)ccc1OC1(CCC1)C21COC1,5.4698003017969175,True
5360,CHEMBL1093121,3400.0,nM,Nc1cccc(Cn2c(-c3ccccc3)ccc2-c2ccc(C(=O)NC3CCC3)cc2)n1,5.468521082957745,True
5361,CHEMBL3653351,3400.0,nM,CC1(c2cccc(NC(=O)c3ccccn3)c2)COCC(N)=N1,5.468521082957745,True
5366,CHEMBL4868077,3400.0,nM,CC(C)c1cccc(CNC[C@H](O)[C@H](Cc2ccccc2)NC(=O)C(c2ccccc2)c2ccccc2)c1,5.468521082957745,False
5367,CHEMBL3688765,3410.0,nM,NC1=C[C@@](CF)(c2cc(Nc3nccc4cc(Cl)cnc34)cc(F)c2F)[C@@H]2C[C@@H]2O1,5.467245621007502,True
5368,CHEMBL3986014,3410.0,nM,NC1=N[C@](CF)(c2cc(Oc3cccc(C(F)(F)F)n3)ccc2F)C[C@@H](C(F)(F)F)O1,5.467245621007502,True
5369,CHEMBL3934911,3420.0,nM,N#Cc1cncc(-c2ccc(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)c1,5.465973893943865,True
5371,CHEMBL3688618,3440.0,nM,COc1ccc(C(=O)Nc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)nn1,5.46344155742847,True
5372,CHEMBL3634339,3467.0,nM,COc1cnc(C(=O)Nc2cc([C@@]3(C)N=C(N)CO[C@@H]3F)ccn2)cn1,5.460046158343603,True
5373,CHEMBL1210356,3470.0,nM,Cc1ccc(N(c2ccccc2)S(C)(=O)=O)cc1C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(C(F)(F)F)c1,5.459670525209127,False
5374,CHEMBL576628,3470.0,nM,COc1cccc(C2(c3ccccc3)N=C(N)N(C)C2=O)c1,5.459670525209127,True
5377,CHEMBL377745,3500.0,nM,O=C(Nc1cc(Br)ccc1N1CCNCC1)c1ccc2ccccc2n1.O=C(O)C(F)(F)F,5.455931955649724,True
5379,CHEMBL3683875,3530.0,nM,Cc1cc(NC(=O)c2ccc(Cl)cn2)cc([C@]2(C(F)F)N=C(N)O[C@H]3C[C@H]32)c1F,5.452225294612178,True
5380,CHEMBL2347883,3550.0,nM,O=C(Nc1cc(Br)ccc1N1CCN(C(=O)c2cccs2)CC1)c1cc2ccccc2o/c1=N\c1ccccc1,5.449771646944906,False
5382,CHEMBL3650756,3590.0,nM,NC1=NC2(CO1)c1cc(-c3ccccc3F)ccc1OC1(CCC1)C21COC1,5.44490555142168,True
5383,CHEMBL227641,3600.0,nM,CCCNC(=O)c1cc(C(=O)N[C@@H](CC(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)NC(C)C)C(C)C)cc(N(C)S(C)(=O)=O)c1,5.443697499232712,True
5385,CHEMBL2177477,3600.0,nM,CC(C)Oc1cccc(CN2CC[C@@]3(C[C@@H]2C)CN(c2cccnc2)S(=O)(=O)N3c2cccc(F)c2)c1,5.443697499232712,False
5386,CHEMBL1076910,3600.0,nM,CC(C)[C@H](NC(=O)[C@H](C)C[C@H](O)[C@H](COCc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(=O)NCc1ccc(F)cc1,5.443697499232712,False
5387,CHEMBL4574899,3600.0,nM,FC(F)(F)c1ccc2nc(-c3cccc(N4CCc5ccccc5C4)n3)[nH]c2c1,5.443697499232712,True
5388,CHEMBL4202435,3600.0,nM,O=S(=O)(c1ccccc1)N(CC(O)Cn1c2ccccc2c2ccccc21)c1ccc(C(F)(F)F)cc1,5.443697499232712,False
5389,CHEMBL3929428,3600.0,nM,NC1=NC(CF)(c2cc(NCc3ccc(Br)cc3Cl)ccc2F)COC1,5.443697499232712,True
5390,CHEMBL3688701,3605.0,nM,NC1=N[C@@](CF)(c2cc(NC(=O)c3ccc(Br)cn3)ccc2Cl)[C@@H]2C[C@@H]2O1,5.443094730944552,True
5391,CHEMBL3650766,3630.0,nM,N#Cc1cc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)C2(CCC2)O3)ccc1F,5.440093374963888,True
5392,CHEMBL2177323,3630.0,nM,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3ccc(C)cc3)ccc1O2,5.440093374963888,True
5393,CHEMBL3639496,3630.0,nM,CC1CC=C(c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)C(C)(C)O3)CC1,5.440093374963888,True
5394,CHEMBL3657453,3640.0,nM,COc1ccc(OC)c(-c2ccc3c(c2)C2(CCO3)N=C(C)C(N)=N2)c1,5.438898616350944,True
5395,CHEMBL3642636,3642.0,nM,COCc1cc(NC(=O)c2ccc(OC(F)(F)F)cc2)cc(C2(C)CCSC(N)=N2)c1,5.438660058541099,True
5396,CHEMBL3703274,3670.0,nM,Cc1cncc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)C2(CCC2)O3)c1,5.435333935747911,True
5397,CHEMBL398925,3670.0,nM,COc1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CCS(=O)(=O)C2CCCCC2)c1,5.435333935747911,True
5398,CHEMBL3703258,3690.0,nM,NC1=NC2(CO1)c1cc(-c3cncc(C4CC4)c3)ccc1OCC21CC1,5.432973633840939,True
5399,CHEMBL392564,3700.0,nM,CN(c1cc2cc(c1)C(C(F)(F)F)N[C@@H](c1ccccc1)CCc1cccc(c1)C[C@@](C)(N)C(=O)OC2)S(C)(=O)=O,5.431798275933005,True
5400,CHEMBL1644464,3700.0,nM,CC(C)CNC(=O)[C@@H](C[C@H](O)[C@@H]1COCc2cccc(c2)C(c2ccccc2)NC(=O)c2cc(cc(N(C)S(C)(=O)=O)c2)C(=O)N1)C(C)C,5.431798275933005,True
5403,CHEMBL3806093,3700.0,nM,Cc1noc(C)c1[C@]1(C)C[C@@H](c2cc(-c3cncnc3)c(F)cc2F)N=C(N)S1,5.431798275933005,True
5404,CHEMBL4514343,3700.0,nM,COc1ccc2c(c1)[C@@H](O)[C@@]1(CCN(C(=O)C(C)Cc3cc4ccccc4nc3N)C1)C2,5.431798275933005,True
5407,CHEMBL3959439,3700.0,nM,CC1=NC2(N=C1N)c1cc(Br)ccc1C[C@]21CC[C@@H](OC(C)C)CC1,5.431798275933005,True
5408,CHEMBL3985071,3702.8,nM,CN(C)C(=O)C1=CCC2(CC1)Cc1ccc(-c3cccc(C#N)c3)cc1C21N=C(N)N(C)O1,5.431469744942753,True
5409,CHEMBL3982798,3710.0,nM,CC(C)C(Nc1ccc(F)c([C@]2(C)COCC(N)=N2)c1)c1ccc(Cl)cn1,5.430626090384954,True
5410,CHEMBL2177333,3720.0,nM,COc1ccc(F)c(-c2ccc3c(c2)C2(COC(N)=N2)c2cc(OC)ccc2O3)c1,5.429457060118103,True
5411,CHEMBL3691365,3730.0,nM,Cc1ccc([C@]23COCC[C@H]2CSC(N)=N3)c(F)c1,5.428291168191312,True
5412,CHEMBL3703231,3750.0,nM,COc1cccnc1Nc1ccc2c(c1)C1(COC(N)=N1)C1(COC1)CO2,5.425968732272281,True
5415,CHEMBL252960,3785.0,nM,COc1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CCS(=O)(=O)N2CCCCC2)c1,5.421934116163909,True
5417,CHEMBL2408784,3790.0,nM,CC1(C)Cc2ccc(-c3cncnc3)cc2C12C=C(F)C(N)=N2,5.421360790031928,True
5418,CHEMBL4206331,3800.0,nM,O=S(=O)(c1ccc(Cl)cc1)N(CCc1ccccc1)CC(O)Cn1c2ccccc2c2ccccc21,5.42021640338319,False
5420,CHEMBL3653349,3800.0,nM,Cc1nc(C(=O)Nc2cccc(C3(C)COCC(N)=N3)c2)cs1,5.42021640338319,True
5422,CHEMBL344932,3800.0,nM,CC(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@H](C(=O)NCc1cccc(C(=O)O)c1)C(C)C)C(C)C,5.42021640338319,False
5423,CHEMBL1909685,3800.0,nM,COc1ccc(C(=O)N(CC(O)Cn2c3ccccc3c3ccccc32)c2ccccc2)cc1,5.42021640338319,True
5424,CHEMBL1093066,3810.0,nM,CN1C(=O)[C@](c2ccncc2)(c2cccc(-c3cc(F)ccc3F)c2)N=C1N,5.41907502432438,True
5426,CHEMBL3914734,3820.0,nM,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cc(C4CC4)on3)cs2)CO1,5.417936637088291,True
5428,CHEMBL3911702,3840.0,nM,C[C@H]1C[C@H]2CSC(N)=NC2(c2nc(NC(=O)c3cn(C)nc3C(F)(F)F)cs2)CO1,5.415668775632469,True
5432,CHEMBL361977,3900.0,nM,CC(C)C[C@H](NC(=O)[C@@H]1CC(=O)NCCCCCOC(=O)N[C@@H](C(C)C)C(=O)N1)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)NCc1ccccc1)C(C)C,5.4089353929735005,False
5434,CHEMBL2177338,3900.0,nM,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3ccncc3)ccc1O2,5.4089353929735005,True
5435,CHEMBL4208507,3900.0,nM,Cc1ccc(S(=O)(=O)N(CC(O)Cn2c3ccccc3c3ccccc32)C2CCCCC2)cc1,5.4089353929735005,True
5439,CHEMBL3960944,3940.0,nM,C[C@H]1C[C@H]2CSC(N)=NC2(c2nc(NC(=O)c3cnn(C)c3)cs2)CO1,5.404503778174426,True
5440,CHEMBL3414704,3940.0,nM,COC[C@@H]1CSC(N)=N[C@]1(C)c1ccc(F)cc1F,5.404503778174426,True
5441,CHEMBL499686,3999.0,nM,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCC2CCN(Cc3ccccc3)CC2)cc(N(C)S(C)(=O)=O)c1)c1ccccc1,5.398048595866479,True
5442,CHEMBL297910,4000.0,nM,CC(C)CC(NC(=O)C(O)c1cccc2ccccc12)[C@@H](O)CC(=O)N[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](Cc1ccccc1)C(=O)O)C(C)C,5.3979400086720375,False
5443,CHEMBL2403764,4000.0,nM,NC1=NC2(CCc3ccc(NC(=O)c4ccc(Cl)cn4)cc32)CS1,5.3979400086720375,True
5445,CHEMBL1209418,4000.0,nM,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C3COCCO3)c2)CC1,5.3979400086720375,True
5446,CHEMBL1934286,4000.0,nM,CS(=O)(=O)c1ccc(-c2ccccc2[C@@H]2CNC[C@H]2C(=O)N2CCOC[C@@H]2c2ccccc2)cc1,5.3979400086720375,True
5447,CHEMBL1934291,4000.0,nM,O=C([C@@H]1CNC[C@]12CCCc1ccccc12)N1CCC(c2ccccc2)CC1,5.3979400086720375,True
5448,CHEMBL556529,4000.0,nM,COC(=O)c1ccc(NC(=O)[C@@H](NC(=O)CCC(O)(Cc2ccccc2)C(=O)Nc2cc(C(=O)N[C@H](C)c3ccc(F)cc3)cc(N(C)S(C)(=O)=O)c2)C(C)C)cc1,5.3979400086720375,True
5450,CHEMBL2437436,4000.0,nM,CN1C(=O)C[C@@](C)([C@@H]2C[C@H]2c2cccc(CCc3ccccc3)c2)N=C1N.O=C(O)C(F)(F)F,5.3979400086720375,True
5451,CHEMBL297913,4000.0,nM,CSCC[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)NC(CC(C)C)[C@@H](O)CC(=O)N[C@@H](C(=O)NCc1ccc(C(=O)O)cc1)C(C)C,5.3979400086720375,False
5452,CHEMBL2058778,4000.0,nM,Cc1ccc(OCC(=O)N[C@H]2c3cc(NC(=O)COc4ccc(C#N)cc4C)ccc3C[C@H]2O)cc1,5.3979400086720375,True
5453,CHEMBL3653436,4000.0,nM,Cc1nc(C(=O)Nc2cccc(C3(C(F)F)COCC(N)=N3)c2)c(C)o1,5.3979400086720375,True
5454,CHEMBL453705,4000.0,nM,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](COc2cc(F)cc(F)c2)[C@@H](O)CC(=O)NCc2ccc(C(=O)O)cc2)cc(N(C)S(C)(=O)=O)c1)c1ccccc1,5.3979400086720375,True
5455,CHEMBL300657,4000.0,nM,CSCC[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)NC(CC(C)C)[C@@H](O)CC(=O)N[C@@H](C(=O)NCc1cccc(C(=O)O)c1)C(C)C,5.3979400086720375,False
5456,CHEMBL2181984,4000.0,nM,O=C(OC1CCS(=O)(=O)c2ccc(Br)cc21)[C@H]1C[C@]2(CN1)C(=O)Nc1ccccc12,5.3979400086720375,True
5457,CHEMBL2380452,4000.0,nM,C[C@]1(c2cccc(-c3cncc(F)c3)c2)N=C(N)[C@@H]2CCCCN21,5.3979400086720375,True
5458,CHEMBL4852055,4000.0,nM,CC[C@H](C)[C@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](Cc1cccs1)C(=O)N[C@@H](CC(C)C)[C@H](O)CNc1ccc(C)cc1,5.3979400086720375,False
5461,CHEMBL2180035,4000.0,nM,COc1cccc(-c2cccc(C3(C4CCOCC4)N=C(C)C(N)=N3)c2)c1,5.3979400086720375,True
5463,CHEMBL1258234,4010.0,nM,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2ccc(C(C)C)s2)CCCCC1,5.396855627379818,True
5465,CHEMBL3912456,4070.0,nM,COC(=O)c1ccnc(Oc2ccc(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)c1,5.39040559077478,True
5467,CHEMBL2314779,4100.0,nM,O=C(N[C@H](C(=O)Nc1cc(C(CO)NCc2ccccc2)ccc1C(=O)c1ccccc1)c1ccccc1)OCc1ccccc1,5.3872161432802645,False
5468,CHEMBL2177479,4100.0,nM,CC(C)Oc1cccc(CN2CC[C@@]3(C[C@@H]2C)CN(c2nccs2)S(=O)(=O)N3c2cccc(F)c2)c1,5.3872161432802645,False
5469,CHEMBL4218591,4100.0,nM,O=S(=O)(c1ccccc1)N(CC(O)Cn1c2ccccc2c2ccccc21)C1CCCCC1,5.3872161432802645,True
5471,CHEMBL252547,4131.0,nM,COc1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CCCS(=O)(=O)c2ccccc2)c1,5.383944805023414,True
5472,CHEMBL377324,4180.0,nM,COc1cc(O)c2c(=O)cc(-c3ccc(OC)c(-c4c(O)cc(O)c5c(=O)cc(-c6ccc(O)cc6)oc45)c3)oc2c1,5.3788237182249645,False
5473,CHEMBL3688720,4185.0,nM,NC1=N[C@](c2cc(NC(=O)c3ccc(Br)cn3)ccc2F)(C(F)F)[C@@H]2C[C@@H]2O1,5.378304537670721,True
5474,CHEMBL1760867,4200.0,nM,O=S1(=O)C[C@@H](Cc2ccc(O)c(Br)c2)[C@H](O)[C@@H](NCc2cc(Cl)cc(Cl)c2)C1,5.376750709602099,True
5475,CHEMBL1084154,4200.0,nM,CC(=O)NC(C)(C)[C@H]1CCC[C@@H](C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)CNCc2cccc(C(C)C)c2)C1,5.376750709602099,True
5477,CHEMBL220428,4200.0,nM,Nc1ncccc1NCc1cc(-c2ccc3cc[nH]c3c2)ccc1OCc1ccccn1,5.376750709602099,True
5478,CHEMBL2314780,4200.0,nM,O=C(N[C@@H](C(=O)Nc1cc(C(CO)NCc2ccccc2)ccc1C(=O)c1ccccc1)c1ccccc1)OCc1ccccc1,5.376750709602099,False
5480,CHEMBL144630,4210.0,nM,COc1ccc(-c2cc(=O)c3c(O)cc(O)c(-c4cc(-c5cc(=O)c6c(O)cc(OC)cc6o5)ccc4O)c3o2)cc1,5.375717904164332,False
5481,CHEMBL3980458,4226.0,nM,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Br)cc1[C@@]21N=C(N)N(CC(C)(C)O)C1=O,5.374070507283705,True
5482,CHEMBL3287409,4240.0,nM,COc1cc2oc3c(c(=O)c2c(O)c1C)-c1ccc(O)cc1OC3O,5.372634143407268,True
5483,CHEMBL3945804,4240.0,nM,C[C@H]1C[C@H]2CSC(N)=NC2(c2nc(NC(=O)c3ccnn3C3CC3)cs2)CO1,5.372634143407268,True
5485,CHEMBL3657454,4250.0,nM,CC1=NC2(CCOc3ccc(-c4cccc(F)c4F)cc32)N=C1N,5.371611069949688,True
5487,CHEMBL2177331,4290.0,nM,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3cc(Cl)ccc3F)ccc1O2,5.367542707815275,True
5489,CHEMBL2180019,4300.0,nM,CC1=NC(C)(c2cccc(-c3cccnc3)c2)N=C1N,5.366531544420413,True
5490,CHEMBL1760864,4300.0,nM,CC(C)c1ccnc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3ccc(O)c(Br)c3)[C@@H]2O)c1,5.366531544420413,True
5491,CHEMBL2058874,4310.0,nM,OC(CCn1c2ccccc2c2ccccc21)CSc1ccc2ccccc2c1,5.3655227298392685,True
5493,CHEMBL3973282,4327.0,nM,COC1CCC2(CC1)Cc1ccc(Br)cc1C21CN(CC(F)(F)F)C(N)=N1,5.363813104801276,True
5494,CHEMBL1087742,4350.0,nM,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)[C@H]1CN(S(=O)(=O)c2cccc(C)c2)CCN1,5.361510743045363,True
5497,CHEMBL4849016,4400.0,nM,CC[C@H](C)[C@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](Cc1cccs1)C(=O)N[C@@H](CC(C)C)[C@H](O)CNC1CCCCC1,5.356547323513812,False
5498,CHEMBL1645528,4400.0,nM,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CNC(=O)c1nn[nH]n1)C(C)C)C(=O)O,5.356547323513812,True
5499,CHEMBL3703309,4400.0,nM,Cc1ncncc1-c1ccc2c(c1)C1(COC(N)=N1)C1(COC1)C1(CCC1)O2,5.356547323513812,True
5505,CHEMBL1258686,4457.0,nM,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cc(C(C)(C)C)no2)CCCCC1,5.350957365913823,True
5506,CHEMBL3400758,4460.0,nM,COC(=O)[C@H](CC(C)C)NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(N)=O)N(C)C(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C,5.350665141287858,True
5507,CHEMBL85378,4490.0,nM,CC(C)[C@H](O)C(=O)N[C@@H](COC(C)(C)C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)NCc1ccncc1)C(C)C,5.347753658996677,False
5511,CHEMBL4164046,4500.0,nM,C[C@]1(c2cc(NC(=O)c3cnc(NCC(F)(F)F)cn3)ccc2F)N=C(N)CO[C@H]1C(F)(F)F,5.346787486224656,True
5512,CHEMBL3951352,4509.3,nM,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Br)cc1[C@@]21N=C(N)N(C)C1=O,5.345890870479527,True
5513,CHEMBL2177322,4540.0,nM,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3cccc(C)c3)ccc1O2,5.342944147142896,True
5514,CHEMBL3922557,4560.0,nM,C[C@H]1C[C@H]2CSC(N)=NC2(c2nc(NC(=O)c3ncnn3C)cs2)CO1,5.341035157335565,True
5515,CHEMBL1788375,4570.0,nM,Br.CS(=O)(=O)N(c1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(C(F)(F)F)c2)c1)c1ccccn1,5.34008379993015,False
5517,CHEMBL3642635,4586.0,nM,COCc1cc(NC(=O)c2ccc(C(F)(F)F)cc2)cc(C2(C)CCSC(N)=N2)c1,5.33856594960608,True
5518,CHEMBL541485,4600.0,nM,C[C@@H](NC(=O)c1cc(NC(=O)CC[C@@](O)(Cc2ccccc2)C(=O)N[C@H]2c3ccccc3C[C@H]2O)cc(N(C)S(C)(=O)=O)c1)c1ccccc1,5.337242168318426,True
5521,CHEMBL522878,4600.0,nM,O=C1N=C(NC2CCCCC2)C2(CCN(Cc3cccc(-c4ccccc4)c3)CC2)N1c1cccc(F)c1,5.337242168318426,False
5523,CHEMBL4876288,4600.0,nM,CC(C)c1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CC(c2ccccc2)c2ccccc2)c1,5.337242168318426,False
5524,CHEMBL2169933,4600.0,nM,COc1cccc(-c2cccc([C@@H]3C[C@@H]3c3cc(=O)n(C)c(N)n3)c2)c1,5.337242168318426,True
5525,CHEMBL201940,4630.0,nM,CN(c1cc(Cc2ccccc2)cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)c1)S(C)(=O)=O,5.334419008982047,True
5528,CHEMBL312956,4640.0,nM,CC(C)[C@H](O)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)NCc1ccncc1)C(C)C)C(C)C,5.333482019445119,False
5530,CHEMBL1086716,4670.0,nM,CC(C)CNC(=O)[C@H](C)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cccc2ccccc12,5.330683119433887,True
5532,CHEMBL566809,4700.0,nM,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C(C)(C)C)c2)CCNCC1,5.327902142064282,True
5533,CHEMBL3653344,4700.0,nM,Cc1cnc(C(=O)Nc2cccc(C3(C)COCC(N)=N3)c2)cn1,5.327902142064282,True
5534,CHEMBL1909684,4700.0,nM,O=C(c1ccc(Cl)cc1)N(CC(O)Cn1c2ccccc2c2ccccc21)c1ccccc1,5.327902142064282,True
5535,CHEMBL3688679,4700.0,nM,NC1=N[C@@](c2cc(NC(=O)CC(F)(F)F)ccc2F)(C(F)F)[C@H]2C[C@H]2O1,5.327902142064282,True
5536,CHEMBL3086246,4700.0,nM,CC(C)(C)OC(=O)N(Cc1ccccc1)C[C@@H](O)c1cccc(NC(=O)[C@H](NC(=O)OCc2ccccc2)c2ccccc2)c1,5.327902142064282,False
5537,CHEMBL1276932,4700.0,nM,O=S(=O)(c1ccc(Cl)c(Cl)c1)N(CC1CC1)C[C@@H](O)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,5.327902142064282,False
5538,CHEMBL3656183,4702.2,nM,CN1OC2(CC3(CCOCC3)c3ccc(-c4cccc(C#N)c4)cc32)N=C1N,5.327698902848434,True
5539,CHEMBL2408761,4705.0,nM,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1CCCc2ccc(Cc3ccccc3)cc21,5.327440372236724,True
5540,CHEMBL1092147,4740.0,nM,C[C@@H](NC(=O)c1cc(-c2n[nH]c([C@](C)(N)Cc3ccccc3)n2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,5.324221658325914,True
5541,CHEMBL498456,4770.0,nM,COC1Oc2cc(O)ccc2-c2c1oc1cc(O)c(C)c(O)c1c2=O,5.321481620959887,True
5542,CHEMBL3894989,4770.0,nM,C[C@@]1(c2cc(Nc3cccc4cc(OCCF)cnc34)ccc2F)COCC(N)=N1,5.321481620959887,True
5545,CHEMBL1909699,4800.0,nM,O=C(c1ccccc1)N(CCc1ccccc1)CC(O)Cn1c2ccccc2c2ccccc21,5.318758762624412,True
5548,CHEMBL3672717,4870.0,nM,CC1=NC2(N=C1N)c1cc(Br)ccc1CCC21CC1,5.3124710387853655,True
5549,CHEMBL2177324,4880.0,nM,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3ccccc3Cl)ccc1O2,5.311580177997289,True
5550,CHEMBL2349466,4892.0,nM,CC1(C)Cc2ccc(-c3cncnc3)cc2C2(COC(N)=N2)C1,5.310513551635752,True
5551,CHEMBL1257774,4900.0,nM,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2ncc(C(C)(C)C)o2)CC1,5.309803919971486,True
5552,CHEMBL4873667,4900.0,nM,CC[C@H](C)[C@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](Cc1cccs1)C(=O)N[C@@H](CC(C)C)[C@H](O)CNc1ccc(C)c(C(=O)O)c1,5.309803919971486,False
5554,CHEMBL2314791,4900.0,nM,CC(C)(C)OC(=O)N1CCN(CC(O)c2ccc(C(=O)c3ccccc3)c(NC(=O)[C@H](NC(=O)OCc3ccccc3)c3ccccc3)c2)CC1,5.309803919971486,False
5555,CHEMBL3650835,4910.0,nM,NC1=NC2(c3cc(-c4cncnc4)ccc3OCC23CC3)C(F)(F)CO1,5.308918507877031,True
5556,CHEMBL370185,4925.0,nM,CC(C)[C@H](NC(=O)[C@H](C)C[C@H](O)[C@@H]1CCCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](C)C(=O)N1)C(=O)NCc1ccncc1,5.30759376516637,False
5557,CHEMBL2059601,4930.0,nM,OC(CSc1ccc2ccccc2c1)Cn1c2ccccc2c2ccccc21,5.30715308072277,True
5558,CHEMBL3650838,4950.0,nM,NC1=NC2(CO1)c1cc(-c3cncc4ccccc34)ccc1OC1(CCC1)C21COC1,5.305394801066431,True
5562,CHEMBL3659647,5000.0,nM,COc1ccc(C(Cc2ccc(C(F)(F)F)cc2)c2[nH]c(N)nc2C(O)c2ccccc2)cc1,5.301029995663981,True
5563,CHEMBL51188,5000.0,nM,CSCC[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)NC(CC(C)C)[C@@H](O)CC(=O)N[C@@H](C(=O)NCc1cccc(OCC(=O)O)c1)C(C)C,5.301029995663981,False
5564,CHEMBL90615,5000.0,nM,CSCC[C@H](NC(=O)[C@@H](NC(C)=O)C(C)C)C(=O)NC(CC(C)C)C(O)CC(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,5.301029995663981,False
5567,CHEMBL89118,5000.0,nM,CSCC[C@H](NC(=O)[C@@H](NC(C)=O)C(C)C)C(=O)N[C@@H](CC1CCCCC1)C(O)CC(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C,5.301029995663981,False
5569,CHEMBL401338,5015.0,nM,COc1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CCS(=O)(=O)NCCC(C)C)c1,5.2997290626435625,True
5570,CHEMBL3650168,5020.0,nM,NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3nc4ccncc4o3)C[C@H]2CS1,5.29929628285498,True
5571,CHEMBL3977035,5040.0,nM,Cc1cc(C(=O)Nc2csc(C34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)on1,5.297569463554474,True
5572,CHEMBL3897179,5053.9,nM,CN1OC2(C=C1N)c1cc(-c3cccc(C#N)c3)ccc1CCC21CCc2ccccc2CC1,5.296373355585445,True
5573,CHEMBL3656179,5053.9,nM,CN1OC2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1CCC21CCc2ccccc2CC1,5.296373355585445,True
